All Social,All Social,All Social,All Social,All Social,All Social,All Social,All Social,All Social,All Social,All Social,All Social,Facebook,Instagram,LinkedIn,LinkedIn,Google (GBP),Google (GBP),Google (GBP),Google (GBP),Google (GBP),Google (GBP),Google (GBP),Google (GBP),Google (GBP),Google (GBP),YouTube,YouTube,YouTube,TikTok,TikTok,TikTok,TikTok,TikTok,TikTok,TikTok,Community,Community,Pinterest,Pinterest
2026-06-23 11:30:00,"62% de las organizaciones ya experimenta con agentes de IA: 23% los escala y 39% explora.

Los agentes ya entraron al juego. El reto es que no jueguen solos.

[FUENTE: McKinsey]

#SoyIA #CriterioPrimero #DatosDeIA #IAaplicada #AutomatizacionConCriterio #PymesPanama #NegociosLATAM #TransformacionDigital #ProductividadConCriterio",,https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/dato-03.png,,,,TRUE,FALSE,"soyia,dato,cifra",Datos IA,,post,post,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-24 08:30:00,"Las empresas que ganan no tienen más IA. Tienen mejor operación debajo.

En la Biblioteca SoyIA: «Competing in the Age of AI», de Marco Iansiti y Karim R. Lakhani. Estrategia y operación digital.

#SoyIA #CriterioPrimero #BibliotecaSoyIA #LecturasDeIA #IAaplicada #AutomatizacionConCriterio #PymesPanama #NegociosLATAM #LiderazgoYDatos",,https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/libro-03.png,,,,TRUE,FALSE,"soyia,biblioteca,libro",Biblioteca,,post,post,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-25 11:30:00,"Un interesado preguntó por un apartamento a las 11 p.m. Le respondieron dos días después. Ya estaba viendo otros tres.

En bienes raíces, el primero que responde con claridad lleva ventaja. SoyIA contesta al instante, califica al interesado y te avisa cuándo vale tu tiempo.

#SoyIA #CriterioPrimero #RealEstate #BienesRaices #AutomatizacionConCriterio #SeguimientoComercial #PymesPanama #NegociosLATAM #IAaplicada",,"https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/caso-03-slide-1.png, https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/caso-03-slide-2.png, https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/caso-03-slide-3.png",,,,TRUE,FALSE,"soyia,carrusel,real-estate",Casos por vertical,,post,post,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-26 12:00:00,"Le pusiste IA a tu negocio. Y todo sigue igual de roto.

La IA amplifica lo que ya existe: orden o caos. Sin proceso debajo, automatizas el desorden y lo haces más rápido.

Carrusel. Deslízalo.

#SoyIA #CriterioPrimero #MitosDeIA #AutomatizacionConCriterio #IAparaPymes #PymesPanama #NegociosLATAM #AutomatizacionSinHumo #IAaplicada",,"https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/mito-01-slide-1.png, https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/mito-01-slide-2.png, https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/mito-01-slide-3.png, https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/mito-01-slide-4.png, https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/mito-01-slide-5.png, https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/mito-01-slide-6.png, https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/mito-01-slide-7.png, https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/mito-01-slide-8.png",,,,TRUE,FALSE,"soyia,carrusel,mito",Mitos IA,,post,post,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-29 08:30:00,"Contexto: Toda la información que ayuda a una IA a entender qué pasa: quién eres, qué negocio tienes, qué quieres lograr y bajo qué reglas responder.

Sin contexto, la IA adivina. Con contexto, empieza a trabajar.

#SoyIA #CriterioPrimero #DiccionarioIA #IAaplicada #AutomatizacionConCriterio #PymesPanama #NegociosLATAM #AprenderIA #ProcesoPrimero",,https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/termino-04.png,,,,TRUE,FALSE,"soyia,termino,diccionario",Términos,,post,post,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-30 11:30:00,"No más del 10% de las empresas está escalando agentes de IA en funciones específicas.

Mucho discurso de agentes. Todavía poca implementación seria.

[FUENTE: McKinsey]

#SoyIA #CriterioPrimero #DatosDeIA #IAaplicada #AutomatizacionConCriterio #PymesPanama #NegociosLATAM #TransformacionDigital #ProductividadConCriterio",,https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/dato-04.png,,,,TRUE,FALSE,"soyia,dato,cifra",Datos IA,,post,post,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-01 08:30:00,"Integrar IA no es comprar herramientas sueltas. Es rediseñar cómo trabaja la empresa.

En la Biblioteca SoyIA: «All-In on AI», de Thomas H. Davenport y Nitin Mittal. IA en estrategia y cultura.

#SoyIA #CriterioPrimero #BibliotecaSoyIA #LecturasDeIA #IAaplicada #AutomatizacionConCriterio #PymesPanama #NegociosLATAM #LiderazgoYDatos",,https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/libro-04.png,,,,TRUE,FALSE,"soyia,biblioteca,libro",Biblioteca,,post,post,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-02 11:30:00,"Tienes 400 contactos en el teléfono. No sabes a cuántos seguiste este mes.

La base de datos dormida es la venta que ya pagaste y no cobraste. SoyIA retoma cada contacto en el momento correcto, sin que tengas que acordarte de nadie.

#SoyIA #CriterioPrimero #RealEstate #BienesRaices #AutomatizacionConCriterio #SeguimientoComercial #PymesPanama #NegociosLATAM #IAaplicada",,"https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/caso-04-slide-1.png, https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/caso-04-slide-2.png, https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/caso-04-slide-3.png",,,,TRUE,FALSE,"soyia,carrusel,real-estate",Casos por vertical,,post,post,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-06 08:30:00,"LLM: Large Language Model: modelo entrenado con enormes cantidades de texto para entender y generar lenguaje; la base de asistentes como ChatGPT, Claude o Gemini.

Un LLM no es un oráculo. Es una herramienta poderosa que necesita dirección.

#SoyIA #CriterioPrimero #DiccionarioIA #IAaplicada #AutomatizacionConCriterio #PymesPanama #NegociosLATAM #AprenderIA #ProcesoPrimero",,https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/termino-05.png,,,,TRUE,FALSE,"soyia,termino,diccionario",Términos,,post,post,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-07 11:30:00,"Más de 2/3 de las empresas usa IA en más de una función — y la mitad, en tres o más.

La IA deja de ser herramienta cuando empieza a conectar áreas.

[FUENTE: McKinsey]

#SoyIA #CriterioPrimero #DatosDeIA #IAaplicada #AutomatizacionConCriterio #PymesPanama #NegociosLATAM #TransformacionDigital #ProductividadConCriterio",,https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/dato-05.png,,,,TRUE,FALSE,"soyia,dato,cifra",Datos IA,,post,post,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-08 08:30:00,"La ventaja no está en tener IA. Está en llevarla al proceso donde sí genera valor.

En la Biblioteca SoyIA: «The AI Advantage», de Thomas H. Davenport. IA aplicada al negocio.

#SoyIA #CriterioPrimero #BibliotecaSoyIA #LecturasDeIA #IAaplicada #AutomatizacionConCriterio #PymesPanama #NegociosLATAM #LiderazgoYDatos",,https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/libro-05.png,,,,TRUE,FALSE,"soyia,biblioteca,libro",Biblioteca,,post,post,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-09 11:30:00,"Pasaste el sábado mostrando una propiedad a alguien que no tenía cómo comprarla.

Tu tiempo es el inventario más caro que tienes. SoyIA califica al interesado antes de la visita: presupuesto, plazo, intención. Vas a las que cierran.

#SoyIA #CriterioPrimero #RealEstate #BienesRaices #AutomatizacionConCriterio #SeguimientoComercial #PymesPanama #NegociosLATAM #IAaplicada",,"https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/caso-05-slide-1.png, https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/caso-05-slide-2.png, https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/caso-05-slide-3.png",,,,TRUE,FALSE,"soyia,carrusel,real-estate",Casos por vertical,,post,post,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-13 08:30:00,"Token: La unidad mínima con la que un modelo procesa texto: una palabra, parte de una palabra o un signo.

Para la IA, el lenguaje también tiene costo, peso y límite. Por eso el contexto importa.

#SoyIA #CriterioPrimero #DiccionarioIA #IAaplicada #AutomatizacionConCriterio #PymesPanama #NegociosLATAM #AprenderIA #ProcesoPrimero",,https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/termino-06.png,,,,TRUE,FALSE,"soyia,termino,diccionario",Términos,,post,post,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-14 11:30:00,"Solo 39% reporta impacto de la IA en el EBIT a nivel empresa, y la mayoría lo cifra por debajo del 5%.

La IA sin proceso puede impresionar, pero no necesariamente mueve el negocio.

[FUENTE: McKinsey]

#SoyIA #CriterioPrimero #DatosDeIA #IAaplicada #AutomatizacionConCriterio #PymesPanama #NegociosLATAM #TransformacionDigital #ProductividadConCriterio",,https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/dato-06.png,,,,TRUE,FALSE,"soyia,dato,cifra",Datos IA,,post,post,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-15 08:30:00,"La IA no reemplaza empleos. Reorganiza tareas. La diferencia importa.

En la Biblioteca SoyIA: «Working with AI», de Thomas H. Davenport y Steven M. Miller. Colaboración humano-máquina.

#SoyIA #CriterioPrimero #BibliotecaSoyIA #LecturasDeIA #IAaplicada #AutomatizacionConCriterio #PymesPanama #NegociosLATAM #LiderazgoYDatos",,https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/libro-06.png,,,,TRUE,FALSE,"soyia,biblioteca,libro",Biblioteca,,post,post,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-16 11:30:00,"El paciente terminó el tratamiento y nunca volvió al control. Nadie le recordó.

En odontología, el seguimiento es salud y es facturación. SoyIA recuerda cada control, reactiva pacientes y mantiene la agenda llena sin perseguir a nadie a mano.

#SoyIA #CriterioPrimero #Odontologia #Dentista #AutomatizacionConCriterio #SeguimientoComercial #PymesPanama #NegociosLATAM #IAaplicada",,"https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/caso-06-slide-1.png, https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/caso-06-slide-2.png, https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/caso-06-slide-3.png",,,,TRUE,FALSE,"soyia,carrusel,odontologia",Casos por vertical,,post,post,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-17 12:00:00,"La IA no vino a reemplazar a tu equipo. Vino a devolverle el tiempo.

Saca a tu gente de la tarea repetitiva y déjala donde se necesita criterio. Eso no es reemplazar. Es liberar.

Carrusel. Deslízalo.

#SoyIA #CriterioPrimero #MitosDeIA #AutomatizacionConCriterio #IAparaPymes #PymesPanama #NegociosLATAM #AutomatizacionSinHumo #IAaplicada",,"https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/mito-02-slide-1.png, https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/mito-02-slide-2.png, https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/mito-02-slide-3.png, https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/mito-02-slide-4.png, https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/mito-02-slide-5.png, https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/mito-02-slide-6.png, https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/mito-02-slide-7.png, https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/mito-02-slide-8.png",,,,TRUE,FALSE,"soyia,carrusel,mito",Mitos IA,,post,post,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-20 08:30:00,"Dataset: Conjunto de datos usado para entrenar, evaluar o alimentar un sistema de IA.

La IA aprende de datos. Si los datos son basura, el resultado viene con perfume, pero sigue siendo basura.

#SoyIA #CriterioPrimero #DiccionarioIA #IAaplicada #AutomatizacionConCriterio #PymesPanama #NegociosLATAM #AprenderIA #ProcesoPrimero",,https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/termino-07.png,,,,TRUE,FALSE,"soyia,termino,diccionario",Términos,,post,post,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-21 11:30:00,"51% de las organizaciones que usa IA ya vio al menos una consecuencia negativa; casi un tercio, por inexactitud.

La IA sin criterio no es ventaja. Es riesgo con buena interfaz.

[FUENTE: McKinsey]

#SoyIA #CriterioPrimero #DatosDeIA #IAaplicada #AutomatizacionConCriterio #PymesPanama #NegociosLATAM #TransformacionDigital #ProductividadConCriterio",,https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/dato-07.png,,,,TRUE,FALSE,"soyia,dato,cifra",Datos IA,,post,post,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-22 08:30:00,"No se trata de poner IA encima. Se trata de rediseñar el proceso debajo.

En la Biblioteca SoyIA: «Human + Machine», de Paul R. Daugherty y H. James Wilson. Rediseño del trabajo con IA.

#SoyIA #CriterioPrimero #BibliotecaSoyIA #LecturasDeIA #IAaplicada #AutomatizacionConCriterio #PymesPanama #NegociosLATAM #LiderazgoYDatos",,https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/libro-07.png,,,,TRUE,FALSE,"soyia,biblioteca,libro",Biblioteca,,post,post,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-23 11:30:00,"Cotizaste un tratamiento. El paciente dijo ""lo pienso"". Nadie volvió a escribir.

La mayoría de los tratamientos no se rechazan. Se quedan esperando un seguimiento que nunca llega. SoyIA retoma cada cotización en el momento justo, sin sonar a presión.

#SoyIA #CriterioPrimero #Odontologia #Dentista #AutomatizacionConCriterio #SeguimientoComercial #PymesPanama #NegociosLATAM #IAaplicada",,"https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/caso-07-slide-1.png, https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/caso-07-slide-2.png, https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/caso-07-slide-3.png",,,,TRUE,FALSE,"soyia,carrusel,odontologia",Casos por vertical,,post,post,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-27 08:30:00,"Entrenamiento: Proceso en el que un modelo aprende patrones a partir de muchos datos.

Entrenar una IA no es enseñarle valores. Es enseñarle patrones. Ahí empieza la responsabilidad humana.

#SoyIA #CriterioPrimero #DiccionarioIA #IAaplicada #AutomatizacionConCriterio #PymesPanama #NegociosLATAM #AprenderIA #ProcesoPrimero",,https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/termino-08.png,,,,TRUE,FALSE,"soyia,termino,diccionario",Términos,,post,post,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-28 11:30:00,"Solo 5% de las empresas es considerada “future-built” en IA; 35% la escala y 60% casi no captura valor.

El problema no es tener IA. Es saber convertirla en capacidad operativa.

[FUENTE: BCG]

#SoyIA #CriterioPrimero #DatosDeIA #IAaplicada #AutomatizacionConCriterio #PymesPanama #NegociosLATAM #TransformacionDigital #ProductividadConCriterio",,https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/dato-08.png,,,,TRUE,FALSE,"soyia,dato,cifra",Datos IA,,post,post,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-29 08:30:00,"La IA baja el costo de predecir. El criterio decide dónde eso vale la pena.

En la Biblioteca SoyIA: «Prediction Machines», de Ajay Agrawal, Joshua Gans y Avi Goldfarb. La economía de la IA.

#SoyIA #CriterioPrimero #BibliotecaSoyIA #LecturasDeIA #IAaplicada #AutomatizacionConCriterio #PymesPanama #NegociosLATAM #LiderazgoYDatos",,https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/libro-08.png,,,,TRUE,FALSE,"soyia,biblioteca,libro",Biblioteca,,post,post,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-30 11:30:00,"Las promociones las mandas a todos por igual. Llegan a quien ya compró y a quien nunca preguntó.

Hablarle a todos por igual es la forma más cara de no hablarle a nadie. SoyIA segmenta por interés e historial y manda la oferta correcta a la persona correcta.

#SoyIA #CriterioPrimero #Estetica #MedicinaEstetica #AutomatizacionConCriterio #SeguimientoComercial #PymesPanama #NegociosLATAM #IAaplicada",,"https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/caso-08-slide-1.png, https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/caso-08-slide-2.png, https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/caso-08-slide-3.png",,,,TRUE,FALSE,"soyia,carrusel,estetica",Casos por vertical,,post,post,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-03 08:30:00,"Inferencia: El momento en que la IA usa lo aprendido para responder, generar o sugerir una acción.

La inferencia es donde la IA deja de “aprender” y empieza a actuar. Conviene saber qué le estás pidiendo.

#SoyIA #CriterioPrimero #DiccionarioIA #IAaplicada #AutomatizacionConCriterio #PymesPanama #NegociosLATAM #AprenderIA #ProcesoPrimero",,https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/termino-09.png,,,,TRUE,FALSE,"soyia,termino,diccionario",Términos,,post,post,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-04 11:30:00,"5× más de incremento de ingresos logran las empresas “future-built” — y 3× más reducción de costos.

La ventaja no está en el prompt. Está en el modelo operativo.

[FUENTE: BCG]

#SoyIA #CriterioPrimero #DatosDeIA #IAaplicada #AutomatizacionConCriterio #PymesPanama #NegociosLATAM #TransformacionDigital #ProductividadConCriterio",,https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/dato-09.png,,,,TRUE,FALSE,"soyia,dato,cifra",Datos IA,,post,post,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-05 08:30:00,"Usar IA en tareas impresiona. Rediseñar tus decisiones es lo que cambia el negocio.

En la Biblioteca SoyIA: «Power and Prediction», de Ajay Agrawal, Joshua Gans y Avi Goldfarb. La economía disruptiva de la IA.

#SoyIA #CriterioPrimero #BibliotecaSoyIA #LecturasDeIA #IAaplicada #AutomatizacionConCriterio #PymesPanama #NegociosLATAM #LiderazgoYDatos",,https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/libro-09.png,,,,TRUE,FALSE,"soyia,biblioteca,libro",Biblioteca,,post,post,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-06 11:30:00,"El cliente preguntó por reservas en Instagram un viernes. Respondiste el lunes, sin mesa y sin cliente.

El viernes a la noche no espera al lunes. SoyIA responde reservas y pedidos al instante, en el canal donde el cliente ya está escribiendo.

#SoyIA #CriterioPrimero #Restaurantes #Gastronomia #AutomatizacionConCriterio #SeguimientoComercial #PymesPanama #NegociosLATAM #IAaplicada",,"https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/caso-09-slide-1.png, https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/caso-09-slide-2.png, https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/caso-09-slide-3.png",,,,TRUE,FALSE,"soyia,carrusel,restaurante",Casos por vertical,,post,post,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-07 12:00:00,"Cuatro herramientas de IA. Y sigues sin saber qué pasó con ese lead.

No necesitas más apps. Necesitas un proceso que conecte lo que ya tienes. La herramienta no es la estrategia.

Carrusel. Deslízalo.

#SoyIA #CriterioPrimero #MitosDeIA #AutomatizacionConCriterio #IAparaPymes #PymesPanama #NegociosLATAM #AutomatizacionSinHumo #IAaplicada",,"https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/mito-03-slide-1.png, https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/mito-03-slide-2.png, https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/mito-03-slide-3.png, https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/mito-03-slide-4.png, https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/mito-03-slide-5.png, https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/mito-03-slide-6.png, https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/mito-03-slide-7.png, https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/mito-03-slide-8.png",,,,TRUE,FALSE,"soyia,carrusel,mito",Mitos IA,,post,post,,,,,,,,,,,,,,,,,,,,,,,,,,
